Date,Open,High,Low,Close,Adj Close,Volume
2022-03-10,53802.949219,54019.429688,53316.019531,53387.621094,53387.621094,189252400
2022-03-11,53514.820313,53806.210938,53181.679688,53300.699219,53300.699219,152584900
2022-03-14,53300.699219,53300.699219,52427.578125,52807.621094,52807.621094,242372000
2022-03-15,52735.691406,53121.390625,52437.050781,53010.011719,53010.011719,324397600
2022-03-16,52997.109375,53939.878906,52997.109375,53411.878906,53411.878906,239444000
2022-03-17,53456.480469,54447.039063,53277.421875,54364.511719,54364.511719,186804900
2022-03-18,54413.910156,55788.871094,53815.429688,55467.058594,55467.058594,770890800
2022-03-22,55468.109375,55902.281250,55205.640625,55722.480469,55722.480469,244986500
2022-03-23,55634.960938,55712.820313,55026.421875,55154.679688,55154.679688,155675600
2022-03-24,55198.539063,55907.488281,54990.070313,55829.859375,55829.859375,163274100
2022-03-25,55833.148438,55850.828125,55004.378906,55436.050781,55436.050781,145206600
2022-03-28,55436.449219,55779.730469,55335.859375,55685.140625,55685.140625,122106400
2022-03-29,55590.468750,56276.390625,55517.320313,56111.210938,56111.210938,244298600
2022-03-30,56129.468750,56174.558594,55526.968750,55814.988281,55814.988281,214854100
2022-03-31,55811.398438,56730.531250,55811.398438,56536.679688,56536.679688,226310800
2022-04-01,56530.558594,57064.160156,56274.781250,56609.539063,56609.539063,184368800
2022-04-04,56610.031250,56783.679688,56181.339844,56313.210938,56313.210938,102837400
2022-04-05,56218.230469,56296.121094,55395.011719,55547.289063,55547.289063,179414900
2022-04-06,55562.968750,55851.261719,55323.000000,55438.730469,55438.730469,188733200
2022-04-07,55494.699219,55646.289063,55195.511719,55280.589844,55280.589844,241694700
2022-04-08,55338.640625,55350.058594,54591.730469,54687.250000,54687.250000,117204900
2022-04-11,54678.050781,54678.050781,54279.648438,54463.828125,54463.828125,115515000
2022-04-12,54624.300781,54809.109375,53750.828125,53907.250000,53907.250000,186074800
2022-04-13,53976.820313,54414.121094,53697.421875,54172.621094,54172.621094,102401200
2022-04-18,54172.621094,54582.789063,54063.781250,54139.691406,54139.691406,101327700
2022-04-19,54219.609375,54718.339844,54175.480469,54633.761719,54633.761719,154399600
2022-04-20,54676.058594,54695.191406,53771.488281,53831.039063,53831.039063,185718700
2022-04-21,53997.671875,54329.320313,53077.988281,53267.308594,53267.308594,154712000
2022-04-22,53258.320313,53641.011719,53027.199219,53191.781250,53191.781250,143319000
2022-04-25,53183.121094,53183.121094,52509.449219,52640.828125,52640.828125,183382500
2022-04-26,52699.179688,52894.050781,52324.660156,52512.710938,52512.710938,185412800
2022-04-27,52627.179688,52807.089844,52212.640625,52351.210938,52351.210938,160228000
2022-04-28,52792.519531,52793.871094,51658.109375,52614.171875,52614.171875,231710500
2022-04-29,52502.500000,52809.378906,51315.039063,51417.968750,51417.968750,214867600
2022-05-02,51426.269531,51922.710938,51125.718750,51887.468750,51887.468750,128409600
2022-05-03,51896.171875,51896.851563,50954.988281,51066.558594,51066.558594,161134800
2022-05-04,51032.238281,51565.601563,50588.921875,51432.628906,51432.628906,149755900
2022-05-05,51264.609375,51264.609375,50357.550781,50529.949219,50529.949219,202483000
2022-05-06,50435.609375,50435.609375,49451.281250,49541.808594,49541.808594,163382400
2022-05-09,49419.019531,49419.019531,48669.210938,49057.460938,49057.460938,161518100
2022-05-10,49149.191406,49435.539063,49005.011719,49115.859375,49115.859375,257006900
2022-05-11,49087.261719,49618.351563,49005.890625,49276.230469,49276.230469,234792100
2022-05-12,49061.121094,49732.050781,48701.250000,49309.320313,49309.320313,249591800
2022-05-13,49486.109375,49726.519531,49127.289063,49579.898438,49579.898438,212868300
2022-05-16,49604.949219,50823.039063,49472.511719,50563.980469,50563.980469,177674700
2022-05-17,50781.789063,51634.191406,50739.660156,51464.031250,51464.031250,204554800
2022-05-18,51390.519531,51390.519531,49990.488281,50394.031250,50394.031250,304797400
2022-05-19,50212.980469,51590.328125,50050.460938,51289.910156,51289.910156,238825200
2022-05-20,51512.449219,51868.441406,51326.929688,51518.300781,51518.300781,202798600
2022-05-23,51621.718750,51989.019531,51341.191406,51376.890625,51376.890625,139723000
2022-05-24,51149.468750,51374.398438,50866.148438,51304.039063,51304.039063,241737800
2022-05-25,51243.949219,52082.468750,51216.988281,51717.070313,51717.070313,281231100
2022-05-26,52203.691406,52295.320313,52058.320313,52143.000000,52143.000000,183854400
2022-05-27,52154.250000,52617.308594,51871.921875,52463.550781,52463.550781,172807100
2022-05-30,52438.789063,52745.980469,51922.468750,52162.078125,52162.078125,83107700
2022-05-31,52116.371094,52290.179688,51269.519531,51752.531250,51752.531250,1347137000
2022-06-01,51739.871094,51820.679688,51309.589844,51506.148438,51506.148438,173881500
2022-06-02,51522.179688,51545.519531,50641.781250,50971.378906,50971.378906,193382200
2022-06-03,50874.171875,50919.378906,50482.851563,50689.050781,50689.050781,154569900
2022-06-06,50723.910156,51029.281250,50014.671875,50060.531250,50060.531250,116109400
2022-06-07,49840.718750,50183.820313,49409.730469,50139.199219,50139.199219,138432800
2022-06-08,50088.941406,50192.359375,49629.031250,49819.300781,49819.300781,165133200
2022-06-09,49854.730469,50012.621094,49229.808594,49290.218750,49290.218750,154551700
2022-06-10,49147.199219,49147.199219,48398.781250,48471.519531,48471.519531,137514100
2022-06-13,48408.199219,48717.671875,47775.839844,48445.300781,48445.300781,251393900
2022-06-14,48557.468750,48677.109375,48083.160156,48164.468750,48164.468750,191851500
2022-06-15,48388.148438,48610.300781,48137.648438,48344.968750,48344.968750,175223100
2022-06-16,48202.449219,48202.449219,47323.359375,47558.511719,47558.511719,212049600
2022-06-17,47682.910156,48156.710938,47488.300781,48016.230469,48016.230469,732174800
2022-06-20,47996.718750,48007.218750,47680.148438,47780.718750,47780.718750,40474000
2022-06-21,47761.480469,48321.171875,47732.421875,48104.378906,48104.378906,131257800
2022-06-22,47878.140625,47878.140625,47076.269531,47144.359375,47144.359375,146701200
2022-06-23,47175.679688,47222.621094,46547.210938,46657.878906,46657.878906,157675800
2022-06-24,46642.410156,47852.910156,46344.941406,47741.500000,47741.500000,175537000
2022-06-27,47781.351563,48390.859375,47696.421875,48294.828125,48294.828125,124213200
2022-06-28,48363.789063,48796.230469,48049.898438,48435.449219,48435.449219,181975500
2022-06-29,48446.289063,48532.679688,47916.851563,48061.609375,48061.609375,170560000
2022-06-30,47918.628906,47918.628906,47188.281250,47524.449219,47524.449219,228806100
2022-07-01,47543.351563,47910.679688,47135.179688,47743.148438,47743.148438,94921000
2022-07-04,47740.320313,48584.140625,47705.269531,48036.378906,48036.378906,39309500
2022-07-05,47987.589844,47987.589844,46940.921875,47503.218750,47503.218750,140760700
2022-07-06,47572.941406,47778.949219,47292.089844,47722.289063,47722.289063,139454100
2022-07-07,47828.339844,48056.929688,47311.980469,47374.378906,47374.378906,200398800
2022-07-08,47214.710938,47624.089844,46927.070313,47582.109375,47582.109375,120673200
2022-07-11,47541.460938,47572.589844,47182.898438,47369.890625,47369.890625,88214700
2022-07-12,47310.800781,47800.359375,47310.800781,47651.519531,47651.519531,159926100
2022-07-13,47448.308594,47706.140625,46882.148438,47461.351563,47461.351563,196275800
2022-07-14,47325.539063,47357.109375,46581.320313,46741.308594,46741.308594,149203900
2022-07-15,46819.378906,47121.121094,46691.761719,47075.871094,47075.871094,83235300
2022-07-18,47198.011719,47482.750000,46855.210938,46923.199219,46923.199219,84307500
2022-07-19,47090.230469,47511.148438,46805.890625,47259.230469,47259.230469,123132600
2022-07-20,47213.019531,47348.421875,46964.390625,47132.488281,47132.488281,109174900
2022-07-21,47223.101563,47488.281250,46767.738281,47416.371094,47416.371094,118342500
2022-07-22,47477.691406,47595.789063,47165.378906,47264.859375,47264.859375,110077800
2022-07-25,47254.550781,47577.441406,47154.218750,47202.640625,47202.640625,97196700
2022-07-26,47217.378906,47265.859375,46485.578125,46674.300781,46674.300781,146328800
2022-07-27,46794.691406,46919.558594,46164.269531,46842.921875,46842.921875,171553400
2022-07-28,46846.390625,48174.269531,46846.390625,48112.269531,48112.269531,155700600
2022-07-29,48057.789063,48338.898438,48017.058594,48144.328125,48144.328125,231038800
2022-08-01,48094.468750,48417.031250,47321.531250,47384.558594,47384.558594,140579600
2022-08-02,47378.351563,47429.039063,46639.109375,46902.691406,46902.691406,170767900
2022-08-03,46997.328125,47218.050781,46742.941406,46989.609375,46989.609375,177168600
2022-08-04,47063.011719,47870.480469,46528.000000,46916.171875,46916.171875,183020000
2022-08-05,46688.191406,47023.761719,46283.750000,46723.429688,46723.429688,137289900
2022-08-08,46787.910156,47422.371094,46787.910156,47354.859375,47354.859375,162831900
2022-08-09,47148.128906,47349.441406,47050.179688,47241.808594,47241.808594,141712900
2022-08-10,47349.570313,48311.921875,47349.570313,47808.210938,47808.210938,182307700
2022-08-11,47876.660156,48536.660156,47691.078125,48460.550781,48460.550781,203934500
2022-08-12,48546.988281,48909.171875,48429.691406,48853.371094,48853.371094,119225000
2022-08-15,48770.308594,48896.101563,48595.128906,48638.359375,48638.359375,92224300
2022-08-16,48624.949219,48944.488281,48537.378906,48801.679688,48801.679688,156297900
2022-08-17,48786.300781,48828.890625,48406.441406,48734.039063,48734.039063,128935100
2022-08-18,48796.890625,48796.890625,48270.230469,48729.800781,48729.800781,104554100
2022-08-19,48677.980469,48698.031250,48386.429688,48463.261719,48463.261719,92410900
2022-08-22,48366.140625,48464.218750,47842.621094,48016.609375,48016.609375,123130500
2022-08-23,48062.070313,48180.980469,47738.859375,47974.031250,47974.031250,135145100
2022-08-24,47936.378906,48133.718750,47393.078125,47449.730469,47449.730469,109536100
2022-08-25,47449.679688,47830.589844,47320.511719,47724.238281,47724.238281,109286200
2022-08-26,47711.019531,47754.320313,46992.750000,47272.109375,47272.109375,87461400
2022-08-29,47105.898438,47105.898438,46247.281250,46322.101563,46322.101563,137708400
2022-08-30,46336.968750,46398.468750,45671.210938,45922.050781,45922.050781,121982300
2022-08-31,45909.890625,46055.171875,44844.179688,44919.218750,44919.218750,508029500
2022-09-01,44851.230469,45701.468750,44518.730469,45383.851563,45383.851563,176982700
2022-09-02,45811.160156,46166.539063,45543.789063,45888.628906,45888.628906,135191700
2022-09-05,45905.859375,46087.308594,45535.628906,46026.078125,46026.078125,19206900
2022-09-06,46084.839844,46196.988281,45645.761719,45902.890625,45902.890625,133687400
2022-09-07,45870.980469,46169.460938,45482.769531,46056.968750,46056.968750,153894000
2022-09-08,46170.070313,46381.121094,45834.351563,46283.339844,46283.339844,127710900
2022-09-09,46435.398438,47072.988281,46412.050781,47042.941406,47042.941406,97818900
2022-09-12,47168.109375,47944.601563,47124.621094,47860.480469,47860.480469,117725700
2022-09-13,47671.988281,47826.640625,46981.968750,47039.738281,47039.738281,180099200
2022-09-14,47063.070313,47236.421875,46709.578125,46745.148438,46745.148438,167995700
2022-09-15,46742.109375,47027.500000,46545.128906,46769.781250,46769.781250,784062000
2022-09-19,46712.128906,46863.531250,46098.859375,46793.589844,46793.589844,201318000
2022-09-20,46983.031250,47284.140625,46613.250000,47068.531250,47068.531250,220064400
2022-09-21,47111.328125,47432.519531,46906.308594,46992.511719,46992.511719,198285100
2022-09-22,46957.628906,46957.628906,46154.871094,46324.921875,46324.921875,139049400
2022-09-23,46149.089844,46151.671875,45069.019531,45395.941406,45395.941406,150708000
2022-09-26,45410.859375,45514.500000,44740.050781,44808.558594,44808.558594,123142600
2022-09-27,44886.449219,45309.871094,44811.648438,45006.109375,45006.109375,130316900
2022-09-28,45045.039063,45826.949219,44841.511719,45442.210938,45442.210938,197478500
2022-09-29,45293.898438,45626.601563,44764.269531,45102.550781,45102.550781,154766900
2022-09-30,45094.679688,45300.289063,44558.808594,44626.800781,44626.800781,200732700
2022-10-03,44779.199219,45501.000000,44686.640625,45429.750000,45429.750000,197701400
2022-10-04,45644.031250,46139.179688,45553.289063,46046.578125,46046.578125,178324500
2022-10-05,45957.371094,45957.371094,45553.558594,45845.828125,45845.828125,163777800
2022-10-06,45853.679688,46654.910156,45787.320313,46326.679688,46326.679688,185451400
2022-10-07,46176.519531,46176.519531,45630.070313,45728.871094,45728.871094,152493900
2022-10-10,45688.148438,46077.089844,45388.601563,45457.121094,45457.121094,98822100
2022-10-11,45418.558594,46245.019531,45026.429688,45792.988281,45792.988281,177457300
2022-10-12,45759.289063,46114.281250,45501.730469,45679.839844,45679.839844,182445600
2022-10-13,45467.429688,46074.398438,45040.421875,45766.941406,45766.941406,211616800
2022-10-14,45859.011719,46062.589844,45380.179688,45443.351563,45443.351563,161594500
2022-10-17,45633.300781,46437.800781,45616.000000,46220.718750,46220.718750,182073800
2022-10-18,46395.199219,46699.460938,46116.390625,46309.230469,46309.230469,218525800
2022-10-19,46306.320313,46439.011719,46010.761719,46217.441406,46217.441406,180149200
2022-10-20,46299.808594,46517.339844,45914.578125,46315.410156,46315.410156,300035500
2022-10-21,46351.039063,47172.328125,46306.710938,47120.078125,47120.078125,185022300
2022-10-24,47088.171875,47967.140625,47065.421875,47765.238281,47765.238281,187700900
2022-10-25,47707.601563,48682.058594,47558.730469,48641.269531,48641.269531,257303800
2022-10-26,48596.480469,49408.269531,48501.550781,49327.109375,49327.109375,309657400
2022-10-27,49293.769531,49361.578125,48805.410156,48892.558594,48892.558594,228084700
2022-10-28,48896.359375,49131.390625,48482.898438,49086.300781,49086.300781,130269800
2022-10-31,49110.671875,49990.941406,48873.171875,49922.300781,49922.300781,188740200
2022-11-01,50004.421875,50905.671875,50004.421875,50864.851563,50864.851563,184332800
2022-11-03,50653.871094,50653.871094,49431.480469,50215.871094,50215.871094,256662200
2022-11-04,50565.160156,51319.878906,50530.199219,51173.750000,51173.750000,145797800
2022-11-07,51166.859375,51547.480469,50540.031250,50760.171875,50760.171875,174276800
2022-11-08,50773.960938,51093.050781,50510.839844,50888.468750,50888.468750,198409900
2022-11-09,50822.640625,51232.910156,50333.121094,50545.761719,50545.761719,180419300
2022-11-10,50953.171875,51541.628906,50839.371094,51031.710938,51031.710938,173193500
2022-11-11,51086.480469,52126.898438,51086.480469,51959.199219,51959.199219,194494200
2022-11-14,51915.628906,52016.441406,51565.351563,51785.128906,51785.128906,187694100
2022-11-15,51985.339844,52457.140625,51369.308594,51655.679688,51655.679688,151830700
2022-11-16,51526.390625,51710.640625,51362.578125,51544.941406,51544.941406,174857500
2022-11-17,51377.050781,51559.410156,51057.378906,51360.871094,51360.871094,145243200
2022-11-18,51468.578125,52040.031250,51326.890625,51569.718750,51569.718750,266751800
2022-11-22,51614.160156,52371.019531,51579.281250,51760.539063,51760.539063,221256400
2022-11-23,51710.019531,52258.730469,51710.019531,51993.949219,51993.949219,161114500
2022-11-24,51990.609375,52245.078125,51714.179688,51979.011719,51979.011719,28413500
2022-11-25,51968.320313,51968.320313,51289.910156,51668.640625,51668.640625,74038400
2022-11-28,51619.808594,52120.230469,51030.898438,51081.328125,51081.328125,132152000
2022-11-29,51044.429688,51237.910156,50111.488281,50174.058594,50174.058594,164540000
2022-11-30,50200.929688,51800.359375,50125.808594,51684.859375,51684.859375,741512300
2022-12-01,51649.601563,51811.171875,51027.578125,51457.550781,51457.550781,185457400
2022-12-02,51407.960938,51647.851563,51030.429688,51234.371094,51234.371094,153348400
2022-12-05,51197.730469,51298.011719,50715.011719,50799.460938,50799.460938,105068700
2022-12-06,50683.101563,51481.808594,50494.628906,51020.648438,51020.648438,149912000
2022-12-07,51044.031250,51311.398438,50645.191406,50725.960938,50725.960938,141194800
2022-12-08,50721.500000,51298.859375,50721.500000,51078.699219,51078.699219,123034000
2022-12-09,51170.621094,51170.890625,50423.738281,50466.250000,50466.250000,121540600
2022-12-13,50638.820313,51084.441406,50240.449219,50333.101563,50333.101563,284653100
2022-12-14,50430.941406,50452.640625,49781.718750,50047.699219,50047.699219,170810178
